valid_count,total_count,valid_percent,pdoa_span_deg,pdoa_start_deg,pdoa_end_deg,monotonic_segment_percent,min_pair_mag_rel_db,rms_bias_vs_pol0_deg,mean_abs_bias_vs_pol0_deg,max_abs_bias_vs_pol0_deg,freq_ghz,phi_deg,linear_pol_deg,strategy,strategy_note,baseline
73,73,100.0,360.0,2.2873418969439854,362.287341896944,76.38888888888889,-29.71622699865587,0.0,0.0,0.0,7.738,45.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
73,73,100.0,305.41505655765354,11.447308797754914,11.447308797755,52.77777777777778,-30.36936375602028,76.54493254887728,58.76874333791185,173.92198047258375,7.738,45.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
73,73,100.0,392.2541666598494,6.72156646989896,366.72156646989896,76.38888888888889,-28.322151769256656,90.61920304181452,68.77787853738148,178.7256914850422,7.738,45.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
71,73,97.26027397260275,360.0,4.419936298686281,364.41993629868625,85.71428571428571,-38.024169756098416,34.5171396747367,24.99197704912553,121.70707378100087,7.738,45.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
73,73,100.0,682.0588434415257,9.783038592306724,-350.21696140769325,54.166666666666664,-30.86893102756312,0.0,0.0,0.0,7.738,45.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
73,73,100.0,223.9093976519107,-50.574192348891984,-50.57419234889204,58.333333333333336,-13.371747040564962,121.59639704224307,110.52035203693873,179.4640482124213,7.738,45.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
73,73,100.0,206.1428242062524,-2.0920782218917395,-2.092078221891711,50.0,-20.041633181835607,75.81384742036535,61.97525849742167,163.81368425138868,7.738,45.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
73,73,100.0,618.370619601933,4.084615039732483,-355.9153849602675,58.333333333333336,-34.43974080576883,60.94721806840494,45.30419340234684,169.88243303192382,7.738,45.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
73,73,100.0,414.64207923742214,12.292265360190072,372.2922653601901,62.5,-31.695218588500733,0.0,0.0,0.0,7.738,45.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,241.46936141031162,22.323666016668,22.323666016668056,59.72222222222222,-23.012140155451576,96.3601883241853,81.22672176443153,177.48511822327384,7.738,45.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,202.2507545500492,21.132124424034032,21.13212442403406,54.166666666666664,-27.332581321317036,62.849516189086636,49.1515396298876,160.26607097195267,7.738,45.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,257.7299614886135,16.57766461867297,16.57766461867297,70.83333333333333,-29.637691619158872,47.86925432171143,28.78126983290292,173.424870752851,7.738,45.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,355.644285204168,-10.004923463246058,-10.004923463246087,58.333333333333336,-32.52909625198319,0.0,0.0,0.0,7.738,45.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
73,73,100.0,356.2692077353481,-10.876357218913085,-10.876357218913085,56.94444444444444,-30.36936375602028,75.47970767023756,57.01140451619166,165.22472713136023,7.738,45.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
73,73,100.0,360.0,-14.410557954135072,345.5894420458649,66.66666666666667,-29.01436807584345,53.13963671906953,33.79541545350912,178.8849797960478,7.738,45.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
71,73,97.26027397260275,466.8876264234117,-12.157728319986688,347.8422716800133,67.14285714285714,-38.13499852795067,39.894289339600334,21.891767991591298,150.2183146783854,7.738,45.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
73,73,100.0,527.4886897164067,19.787962055552782,-340.21203794444716,59.72222222222222,-31.884978600684228,0.0,0.0,0.0,7.738,45.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,288.55252996452725,-39.6978351299789,-39.697835129978955,58.333333333333336,-30.36936375602028,119.39455163413439,104.87296902510913,179.7784396117534,7.738,45.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,360.0,12.318479732243361,-347.68152026775664,79.16666666666667,-29.499896195957177,74.54078710974322,59.858397921270026,169.14481319657597,7.738,45.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
71,73,97.26027397260275,789.0008217505374,16.24234335971917,-703.7576566402809,84.28571428571429,-38.178477106128156,47.55145903976389,35.08790134633498,171.13555784940422,7.738,45.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,492.30768437081474,-22.075303952496796,-22.075303952496796,63.888888888888886,-31.051100937201767,0.0,0.0,0.0,7.738,45.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
73,73,100.0,243.38555090904936,28.250526332224013,28.250526332223956,65.27777777777777,-23.012140155451576,94.58154784789895,81.44227322796952,179.70265692186138,7.738,45.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
73,73,100.0,340.6740501506762,-19.04004620214232,-19.04004620214235,54.166666666666664,-27.818109441430764,77.02648828575252,56.199849479605355,176.49225402855348,7.738,45.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
73,73,100.0,672.7473168328843,-20.662279658405453,339.3377203415945,51.388888888888886,-34.43974080576883,47.88669435895596,29.946136409744636,169.56424645186326,7.738,45.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
73,73,100.0,359.99999999999994,0.8797577955836005,360.87975779558354,69.44444444444444,-25.424649716735303,0.0,0.0,0.0,7.738,60.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
73,73,100.0,347.33136999724724,13.048929165551499,13.048929165551442,52.77777777777778,-27.886122115042625,64.90043633169995,52.82035612395579,165.87280096509573,7.738,60.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
73,73,100.0,210.99226921807772,5.734243989384538,5.734243989384538,58.333333333333336,-25.94497277168516,90.03682716596795,64.3567020097998,175.4032101791886,7.738,60.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
72,73,98.63013698630137,360.0,3.8281913698637595,363.82819136986376,76.05633802816901,-40.22707413064546,34.30322994942428,23.43011744824384,132.64120290121718,7.738,60.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E3
73,73,100.0,781.4962830196916,13.473902165703691,-346.5260978342963,56.94444444444444,-29.593415968026942,0.0,0.0,0.0,7.738,60.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
72,73,98.63013698630137,410.51107966552036,-18.58225626119477,341.4177437388052,67.6056338028169,-36.268533027812424,80.63468074568614,66.36700879247024,173.63213530887072,7.738,60.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
73,73,100.0,391.4625579525285,0.5541308356172578,360.5541308356173,76.38888888888889,-33.43583674521157,67.1780036159592,48.26578978835828,178.8410103329194,7.738,60.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
71,73,97.26027397260275,388.7904034130209,5.672541148451472,5.672541148451472,50.0,-38.12557063938203,44.608124044062045,29.379391241617924,175.1504382756102,7.738,60.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E4
73,73,100.0,499.70738983754705,9.472943946102191,369.4729439461022,51.388888888888886,-29.99730067028054,0.0,0.0,0.0,7.738,60.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,416.16955144308236,32.53193197400924,-327.4680680259907,73.61111111111111,-26.749200304312275,62.457287464269115,50.1011426956662,154.53970736178724,7.738,60.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,224.4852450544019,19.193711584767954,19.193711584767925,77.77777777777777,-33.259936519561144,74.40379647126471,53.11150856879067,177.50970893824993,7.738,60.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,259.62046916833805,15.391054785690187,15.391054785690187,63.888888888888886,-26.17830428865583,52.14557585263156,30.411467747040792,177.42405601011603,7.738,60.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E1-E2
73,73,100.0,386.74376085963615,-8.59318615051859,-8.59318615051862,54.166666666666664,-32.10541202813677,0.0,0.0,0.0,7.738,60.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
73,73,100.0,366.2222100810701,-19.48300280845777,340.51699719154215,63.888888888888886,-29.423100628095334,76.47419063431842,54.23734514340845,178.49892811424837,7.738,60.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
73,73,100.0,316.5596606143245,-13.459467595383416,-13.459467595383387,63.888888888888886,-33.259936519561144,64.34926554687209,42.15789619536862,174.1627800634191,7.738,60.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
72,73,98.63013698630137,450.2639811114934,-11.5628634158264,348.4371365841736,69.01408450704226,-40.22707413064546,44.11470186601094,27.894453372999703,179.83795437096603,7.738,60.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
73,73,100.0,570.2133862583219,22.067088316222282,-337.93291168377766,52.77777777777778,-31.64436295079007,0.0,0.0,0.0,7.738,60.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
72,73,98.63013698630137,436.8039886395868,0.9007465472629974,0.9007465472630543,52.11267605633803,-36.268533027812424,78.57677355441989,62.91409260295913,171.95016033253404,7.738,60.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,360.0,14.013598431000673,374.0135984310007,100.0,-32.9334955583038,57.484721739208034,38.29458258417799,178.96818321762268,7.738,60.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
